Date & Time,Depth (m),Pitch (deg)
2025-05-22 23:04:33.769361,13.92844583961078,-14.169586263363103
2025-05-22 23:04:43.769361,14.38663885441982,-16.373654578420624
2025-05-22 23:04:53.769361,14.852136862001764,-14.920825535234957
2025-05-22 23:05:03.769361,15.324932859955343,-18.16195249936583
2025-05-22 23:05:13.769361,15.805019736097048,-13.4756110317732
2025-05-22 23:05:23.769361,16.292390268568045,-17.145401242132895
2025-05-22 23:05:33.769361,16.787037125942707,-15.610815821084566
2025-05-22 23:05:43.769361,17.288952867339002,-18.339870022480305
2025-05-22 23:05:53.769361,17.79812994253055,-16.415359053235594
2025-05-22 23:06:03.769361,18.314560692059835,-17.953388634638273
2025-05-22 23:06:13.769361,18.838237347353846,-19.690278335737133
2025-05-22 23:06:23.769361,19.369152030840553,-12.221150581046135
2025-05-22 23:06:33.769361,19.907296756067836,-17.854308232666938
2025-05-22 23:06:43.769361,20.452663427823094,-18.013206506197637
2025-05-22 23:06:53.769361,21.00524384225555,-16.248763061590697
2025-05-22 23:07:03.769361,21.565029686999303,-15.891416665419808
2025-05-22 23:07:13.769361,22.13201254129854,-18.258374107647136
2025-05-22 23:07:23.769361,22.706183876134045,-18.090606315775897
2025-05-22 23:07:33.769361,23.287535054351714,-18.781190820513714
2025-05-22 23:07:43.769361,23.876057330792342,-18.79332299485805
2025-05-22 23:07:53.769361,24.471741852423236,-17.25617090516411
2025-05-22 23:08:03.769361,25.074579658471265,-18.681784230523153
2025-05-22 23:08:13.769361,25.684561680557884,-19.04176055199723
2025-05-22 23:08:23.769361,26.301678742835342,-15.864547405422364
2025-05-22 23:08:33.769361,26.925921562124756,-15.261394095526114
2025-05-22 23:08:43.769361,27.557280748055913,-17.445615493368813
2025-05-22 23:08:53.769361,28.195746803208245,-18.294184349781858
2025-05-22 23:09:03.769361,28.841310123253916,-15.933185902697174
2025-05-22 23:09:13.769361,29.49396099710222,-19.695857416514954
2025-05-22 23:09:23.769361,30.153689607045784,-20.01723839914705
2025-05-22 23:09:33.769361,30.82048602890808,-19.373631495649516
2025-05-22 23:09:43.769361,31.49434023219261,-19.983781218772734
2025-05-22 23:09:53.769361,32.175242080234256,-22.369292856118218
2025-05-22 23:10:03.769361,32.863181330351324,-18.174038427448174
2025-05-22 23:10:13.769361,33.558147633999724,-19.219587412993448
2025-05-22 23:10:23.769361,34.260130536928834,-19.893496777730924
2025-05-22 23:10:33.769361,34.96911947933845,-21.5938926064065
2025-05-22 23:10:43.769361,35.68510379603784,-22.773317426334604
2025-05-22 23:10:53.769361,36.408072716606284,-21.807122272753585
2025-05-22 23:11:03.769361,37.13801536555478,-18.636965900980815
2025-05-22 23:11:13.769361,37.874920762489936,-16.11781485794979
2025-05-22 23:11:23.769361,38.618777822278794,-22.176002979322725
2025-05-22 23:11:33.769361,39.36957535521613,-21.85266611039296
2025-05-22 23:11:43.769361,40.127302067192225,-22.736890255322663
2025-05-22 23:11:53.769361,40.891946559863,-19.93659665242113
2025-05-22 23:12:03.769361,41.663497330821585,-21.949217719525812
2025-05-22 23:12:13.769361,42.44194277377111,-23.351067287187124
2025-05-22 23:12:23.769361,43.22727117869957,-20.647450823990155
2025-05-22 23:12:33.769361,44.019470732055645,-22.802247093908793
2025-05-22 23:12:43.769361,44.81852951692667,-21.71347594399654
2025-05-22 23:12:53.769361,45.624435513217875,-19.304003399469686
2025-05-22 23:13:03.769361,46.43717659783303,-21.30022003028869
2025-05-22 23:13:13.769361,47.25674054485707,-19.294709216807828
2025-05-22 23:13:23.769361,48.08311502573975,-22.12379108092743
2025-05-22 23:13:33.769361,48.91628760948114,-20.61895254557453
2025-05-22 23:13:43.769361,49.75624576281889,-21.4896010625839
2025-05-22 23:13:53.769361,50.60297685041648,-21.672931286456482
2025-05-22 23:14:03.769361,51.456468135053335,-22.008875475578837
2025-05-22 23:14:13.769361,52.31670677781658,-22.651629440414634
2025-05-22 23:14:23.769361,53.18367983829386,-23.503166832942565
2025-05-22 23:14:33.769361,54.05737427476848,-21.933226908372763
2025-05-22 23:14:43.769361,54.937776944415205,-23.549285677945647
2025-05-22 23:14:53.769361,55.824874603497946,-20.324184600804838
2025-05-22 23:15:03.769361,56.71865390756936,-22.312478908766252
2025-05-22 23:15:13.769361,57.61910141167109,-24.23251855126429
2025-05-22 23:15:23.769361,58.52620357053651,-21.037639757096475
2025-05-22 23:15:33.769361,59.439946738794106,-21.96825271645063
2025-05-22 23:15:43.769361,60.36031717117285,-22.443139478854338
2025-05-22 23:15:53.769361,61.287301022709016,-23.293022973286
2025-05-22 23:16:03.769361,62.22088434895456,-22.98041264278273
2025-05-22 23:16:13.769361,63.161053106186586,-23.112335657934477
2025-05-22 23:16:23.769361,64.10779315161885,-25.915685601792262
2025-05-22 23:16:33.769361,65.06109024361429,-24.66489338389723
2025-05-22 23:16:43.769361,66.02093004189963,-25.09625102502424
2025-05-22 23:16:53.769361,66.98729810778065,-23.062305664236256
2025-05-22 23:17:03.769361,67.96017990435976,-21.967475687737313
2025-05-22 23:17:13.769361,68.93956079675439,-23.283122011710855
2025-05-22 23:17:23.769361,69.92542605231728,-26.799337740995124
2025-05-22 23:17:33.769361,70.91776084085821,-25.802095262974493
2025-05-22 23:17:43.769361,71.91655023486676,-23.578580552173285
2025-05-22 23:17:53.769361,72.9217792097372,-21.60298669106031
2025-05-22 23:18:03.769361,73.93343264399432,-23.439051480384546
2025-05-22 23:18:13.769361,74.951495319521,-23.825191573803068
2025-05-22 23:18:23.769361,75.97595192178701,-22.53838822746929
2025-05-22 23:18:33.769361,77.00678704007946,-24.82196967690727
2025-05-22 23:18:43.769361,78.04398516773465,-22.558953302689197
2025-05-22 23:18:53.769361,79.08753070237128,-25.523639964056358
2025-05-22 23:19:03.769361,80.13740794612512,-28.0
2025-05-22 23:19:13.769361,81.19360110588536,-25.704019572865718
2025-05-22 23:19:23.769361,82.25609429353176,-27.033815278900224
2025-05-22 23:19:33.769361,83.32487152617423,-23.116508159364816
2025-05-22 23:19:43.769361,84.39991672639263,-24.21915296143586
2025-05-22 23:19:53.769361,85.48121372247913,-26.804251586432002
2025-05-22 23:20:03.769361,86.56874624868126,-25.01085113692345
2025-05-22 23:20:13.769361,87.66249794544662,-21.925715014835376
2025-05-22 23:20:23.769361,88.7624523596689,-24.959919358838754
2025-05-22 23:20:33.769361,89.86859294493537,-24.58539576053665
2025-05-22 23:20:43.769361,90.98090306177615,-24.845538283422226
2025-05-22 23:20:53.769361,92.09936597791396,-24.50065517700543
2025-05-22 23:21:03.769361,93.22396486851619,-23.400067920836047
2025-05-22 23:21:13.769361,94.35468281644793,-27.824221900375434
2025-05-22 23:21:23.769361,95.49150281252628,-25.98713390726472
2025-05-22 23:21:33.769361,96.63440775577648,-22.433099779055816
2025-05-22 23:21:43.769361,97.783380453689,-24.78619424136112
2025-05-22 23:21:53.769361,98.93840362247808,-26.730151148484012
2025-05-22 23:22:03.769361,100.09945988734204,-26.54677544909433
2025-05-22 23:22:13.769361,101.26653178272421,-27.138779384643936
2025-05-22 23:22:23.769361,102.43960175257611,-25.09919598735479
2025-05-22 23:22:33.769361,103.61865215062116,-23.907277720116323
2025-05-22 23:22:43.769361,104.80366524062035,-27.767778502648333
2025-05-22 23:22:53.769361,105.99462319663905,-28.0
2025-05-22 23:23:03.769361,107.19150810331496,-24.665331538719396
2025-05-22 23:23:13.769361,108.39430195612788,-26.57075893602695
2025-05-22 23:23:23.769361,109.6029866616704,-26.083764978180472
2025-05-22 23:23:33.769361,110.81754403791999,-23.96204503348231
2025-05-22 23:23:43.769361,112.03795581451276,-25.585932283303656
2025-05-22 23:23:53.769361,113.26420363301798,-25.746550297002315
2025-05-22 23:24:03.769361,114.49626904721461,-26.368324119552604
2025-05-22 23:24:13.769361,115.73413352336843,-26.130641588385426
2025-05-22 23:24:23.769361,116.97777844051099,-25.937541312614236
2025-05-22 23:24:33.769361,118.22718509071977,-26.951911282347364
2025-05-22 23:24:43.769361,119.48233467939973,-24.39353126022986
2025-05-22 23:24:53.769361,120.7432083255655,-25.842387578632465
2025-05-22 23:25:03.769361,122.00978706212607,-25.16778931068176
2025-05-22 23:25:13.769361,123.28205183616964,-26.143289764670797
2025-05-22 23:25:23.769361,124.5599835092504,-26.833237168939554
2025-05-22 23:25:33.769361,125.8435628576765,-28.0
2025-05-22 23:25:43.769361,127.13277057279909,-24.60381123795999
2025-05-22 23:25:53.769361,128.42758726130288,-26.18708771692712
2025-05-22 23:26:03.769361,129.72799344549767,-26.424615153993404
2025-05-22 23:26:13.769361,131.03396956361175,-25.412184486900685
2025-05-22 23:26:23.769361,132.34549597008566,-25.221933333875793
2025-05-22 23:26:33.769361,133.66255293586815,-28.0
2025-05-22 23:26:43.769361,134.98512064871272,-27.458555382361098
2025-05-22 23:26:53.769361,136.31317921347562,-26.709749916345025
2025-05-22 23:27:03.769361,137.64670865241547,-26.754258732050193
2025-05-22 23:27:13.769361,138.98568890549322,-28.0
2025-05-22 23:27:23.769361,140.3300998306744,-28.0
2025-05-22 23:27:33.769361,141.67992120423202,-26.386675921342892
2025-05-22 23:27:43.769361,143.03513272105045,-25.228656745062885
2025-05-22 23:27:53.769361,144.39571399493138,-26.481216843480983
2025-05-22 23:28:03.769361,145.76164455890006,-26.486402272172366
2025-05-22 23:28:13.769361,147.13290386551347,-26.212380813854338
2025-05-22 23:28:23.769361,148.50947128716913,-28.0
2025-05-22 23:28:33.769361,149.89132611641577,-27.698018210737803
2025-05-22 23:28:43.769361,151.27844756626436,-25.60970912628773
2025-05-22 23:28:53.769361,152.67081477050132,-26.667009700737854
2025-05-22 23:29:03.769361,154.06840678400206,-26.01400932694765
2025-05-22 23:29:13.769361,155.47120258304602,-27.226626088054633
2025-05-22 23:29:23.769361,156.8791810656332,-24.700986654755337
2025-05-22 23:29:33.769361,158.29232105180142,-27.998139146066993
2025-05-22 23:29:43.769361,159.71060128394475,-26.652358226229975
2025-05-22 23:29:53.769361,161.13400042713383,-26.590185788013766
2025-05-22 23:30:03.769361,162.5624970694362,-27.22734457096678
2025-05-22 23:30:13.769361,163.9960697222388,-24.74741823472841
2025-05-22 23:30:23.769361,165.43469682057088,-25.390968764515055
2025-05-22 23:30:33.769361,166.87835672342877,-27.49857402055418
2025-05-22 23:30:43.769361,168.3270277141013,-27.453909211837736
2025-05-22 23:30:53.769361,169.78068800049618,-28.0
2025-05-22 23:31:03.769361,171.23931571546814,-27.05983197966399
2025-05-22 23:31:13.769361,172.70288891714807,-26.912422855256576
2025-05-22 23:31:23.769361,174.17138558927238,-25.479951597322515
2025-05-22 23:31:33.769361,175.64478364151492,-28.0
2025-05-22 23:31:43.769361,177.1230609098189,-27.04500460379434
2025-05-22 23:31:53.769361,178.6061951567303,-24.112342360492985
2025-05-22 23:32:03.769361,180.09416407173256,-27.154282894018017
2025-05-22 23:32:13.769361,181.58694527158204,-25.40131621005637
2025-05-22 23:32:23.769361,183.08451630064488,-26.455673194271633
2025-05-22 23:32:33.769361,184.58685463123442,-28.0
2025-05-22 23:32:43.769361,186.09393766395067,-24.659860357519506
2025-05-22 23:32:53.769361,187.60574272801995,-28.0
2025-05-22 23:33:03.769361,189.12224708163555,-27.415109442014035
2025-05-22 23:33:13.769361,190.64342791230067,-26.387475198613714
2025-05-22 23:33:23.769361,192.16926233717086,-27.742766298844593
2025-05-22 23:33:33.769361,193.69972740339858,-28.0
2025-05-22 23:33:43.769361,195.23480008847838,-26.907279464587177
2025-05-22 23:33:53.769361,196.77445730059324,-26.075729060190348
2025-05-22 23:34:03.769361,198.31867587896213,-27.981019660806655
2025-05-22 23:34:13.769361,199.8674325941877,-25.269549542406768
2025-05-22 23:34:23.769361,201.42070414860686,-25.436856765691758
2025-05-22 23:34:33.769361,202.97846717664038,-26.00617221458647
2025-05-22 23:34:43.769361,204.54069824514443,-27.763238459922942
2025-05-22 23:34:53.769361,206.10737385376342,-28.0
2025-05-22 23:35:03.769361,207.6784704352835,-28.0
2025-05-22 23:35:13.769361,209.25396435598665,-28.0
2025-05-22 23:35:23.769361,210.83383191600674,-28.0
2025-05-22 23:35:33.769361,212.41804934968556,-27.115523677460388
2025-05-22 23:35:43.769361,214.00659282593082,-25.704378898383638
2025-05-22 23:35:53.769361,215.5994384485741,-25.64582590040354
2025-05-22 23:36:03.769361,217.1965622567307,-28.0
2025-05-22 23:36:13.769361,218.79794022515998,-27.43262899756337
2025-05-22 23:36:23.769361,220.4035482646266,-27.2136732697151
2025-05-22 23:36:33.769361,222.01336222226325,-26.898455148439172
2025-05-22 23:36:43.769361,223.62735788193368,-26.702739792642095
2025-05-22 23:36:53.769361,225.245510964597,-28.0
2025-05-22 23:37:03.769361,226.867797128673,-28.0
2025-05-22 23:37:13.769361,228.4941919704083,-26.891723707080036
2025-05-22 23:37:23.769361,230.12467102424355,-26.969931939293364
2025-05-22 23:37:33.769361,231.7592097631811,-25.497460747884432
2025-05-22 23:37:43.769361,233.3977835991543,-26.12825872269746
2025-05-22 23:37:53.769361,235.04036788339755,-27.98756942057925
2025-05-22 23:38:03.769361,236.68693790681627,-27.572176413720914
2025-05-22 23:38:13.769361,238.33746890035957,-25.94915511128778
2025-05-22 23:38:23.769361,239.9919360353923,-28.0
2025-05-22 23:38:33.769361,241.65031442406848,-27.70051138681376
2025-05-22 23:38:43.769361,243.31257911970621,-26.290341407851486
2025-05-22 23:38:53.769361,244.9787051171623,-24.812739011619016
2025-05-22 23:39:03.769361,246.6486673532089,-28.0
2025-05-22 23:39:13.769361,248.32244070690996,-28.0
2025-05-22 23:39:23.769361,249.99999999999994,-25.660696415462738
2025-05-22 23:39:33.769361,251.68131999726197,-28.0
2025-05-22 23:39:43.769361,253.3663754069073,-26.80875091452614
2025-05-22 23:39:53.769361,255.0551408809565,-25.568763788451445
2025-05-22 23:40:03.769361,256.74759101562,-27.094203133713464
2025-05-22 23:40:13.769361,258.4437003516807,-27.628997754767266
2025-05-22 23:40:23.769361,260.1434433748768,-26.77949644685272
2025-05-22 23:40:33.769361,261.84679451628557,-28.0
2025-05-22 23:40:43.769361,263.5537281527082,-28.0
2025-05-22 23:40:53.769361,265.26421860705454,-28.0
2025-05-22 23:41:03.769361,266.9782401487305,-27.46688294009083
2025-05-22 23:41:13.769361,268.6957669940243,-26.10790094745171
2025-05-22 23:41:23.769361,270.4167733064942,-26.85894522861236
2025-05-22 23:41:33.769361,272.14123319735785,-24.526813647912192
2025-05-22 23:41:43.769361,273.86912072588115,-27.194445562083914
2025-05-22 23:41:53.769361,275.60040989976886,-24.30251665818482
2025-05-22 23:42:03.769361,277.3350746755553,-25.3394774226137
2025-05-22 23:42:13.769361,279.07308895899615,-25.796786956857236
2025-05-22 23:42:23.769361,280.8144266054613,-28.0
2025-05-22 23:42:33.769361,282.5590614203275,-26.191222601984478
2025-05-22 23:42:43.769361,284.3069671593732,-26.49097523154151
2025-05-22 23:42:53.769361,286.0581175291729,-28.0
2025-05-22 23:43:03.769361,287.8124861874923,-26.40255664903162
2025-05-22 23:43:13.769361,289.57004674368545,-26.989791946428575
2025-05-22 23:43:23.769361,291.330772759091,-26.229914723788113
2025-05-22 23:43:33.769361,293.0946377474304,-28.0
2025-05-22 23:43:43.769361,294.8616151752058,-28.0
2025-05-22 23:43:53.769361,296.6316784620998,-26.59978507218731
2025-05-22 23:44:03.769361,298.4048009813749,-27.554399499884003
2025-05-22 23:44:13.769361,300.18095606027384,-26.112407365056626
2025-05-22 23:44:23.769361,301.96011698042156,-28.0
2025-05-22 23:44:33.769361,303.7422569782264,-28.0
2025-05-22 23:44:43.769361,305.5273492452831,-23.727739923399643
2025-05-22 23:44:53.769361,307.3153669287758,-26.124646413372986
2025-05-22 23:45:03.769361,309.10628313188244,-28.0
2025-05-22 23:45:13.769361,310.9000709141787,-28.0
2025-05-22 23:45:23.769361,312.69670329204394,-28.0
2025-05-22 23:45:33.769361,314.49615323906653,-25.107584240705364
2025-05-22 23:45:43.769361,316.2983936864509,-28.0
2025-05-22 23:45:53.769361,318.1033975234242,-28.0
2025-05-22 23:46:03.769361,319.91113759764477,-28.0
2025-05-22 23:46:13.769361,321.72158671561004,-27.48961401487798
2025-05-22 23:46:23.769361,323.53471764306556,-25.556015266892434
2025-05-22 23:46:33.769361,325.3505031054153,-27.787304360785456
2025-05-22 23:46:43.769361,327.16891578813164,-26.422656028686472
2025-05-22 23:46:53.769361,328.98992833716557,-25.227491488124663
2025-05-22 23:47:03.769361,330.8135133593594,-26.909047122815274
2025-05-22 23:47:13.769361,332.63964342285766,-27.284495201605562
2025-05-22 23:47:23.769361,334.46829105752096,-27.13717238732998
2025-05-22 23:47:33.769361,336.2994287553378,-28.0
2025-05-22 23:47:43.769361,338.1330289708394,-24.92981833388211
2025-05-22 23:47:53.769361,339.9690641215143,-28.0
2025-05-22 23:48:03.769361,341.80750658822177,-28.0
2025-05-22 23:48:13.769361,343.648328715609,-25.64535008503424
2025-05-22 23:48:23.769361,345.4915028125263,-28.0
2025-05-22 23:48:33.769361,347.33700115244335,-27.067820485474623
2025-05-22 23:48:43.769361,349.1847959738672,-27.18788500211404
2025-05-22 23:48:53.769361,351.034859480759,-27.61936042680827
2025-05-22 23:49:03.769361,352.8871638429524,-28.0
2025-05-22 23:49:13.769361,354.7416811965726,-28.0
2025-05-22 23:49:23.769361,356.5983836444548,-27.57094917975811
2025-05-22 23:49:33.769361,358.4572432565648,-27.56934531094642
2025-05-22 23:49:43.769361,360.3182320704178,-27.58276768040549
2025-05-22 23:49:53.769361,362.1813220915004,-28.0
2025-05-22 23:50:03.769361,364.0464852936909,-28.0
2025-05-22 23:50:13.769361,365.9136936196813,-28.0
2025-05-22 23:50:23.769361,367.78291898139884,-26.59208088183423
2025-05-22 23:50:33.769361,369.6541332604292,-28.0
2025-05-22 23:50:43.769361,371.52730830843893,-28.0
2025-05-22 23:50:53.769361,373.4024159475991,-27.3757608073008
2025-05-22 23:51:03.769361,375.27942797100934,-27.53614323004761
2025-05-22 23:51:13.769361,377.15831614312185,-28.0
2025-05-22 23:51:23.769361,379.03905220016617,-27.489125570540374
2025-05-22 23:51:33.769361,380.9216078505745,-27.828571168656598
2025-05-22 23:51:43.769361,382.80595477540766,-27.61740752541545
2025-05-22 23:51:53.769361,384.69206462877986,-28.0
2025-05-22 23:52:03.769361,386.57990903828653,-28.0
2025-05-22 23:52:13.769361,388.4694596054304,-27.639009736569292
2025-05-22 23:52:23.769361,390.3606879060483,-27.798377262510122
2025-05-22 23:52:33.769361,392.2535654907399,-25.93453488615137
2025-05-22 23:52:43.769361,394.14806388529456,-28.0
2025-05-22 23:52:53.769361,396.0441545911204,-26.759656652201738
2025-05-22 23:53:03.769361,397.94180908567216,-25.129329638275877
2025-05-22 23:53:13.769361,399.84099882288126,-25.518358043690828
2025-05-22 23:53:23.769361,401.74169523358495,-25.977422377359055
2025-05-22 23:53:33.769361,403.64386972595514,-26.889463529915993
2025-05-22 23:53:43.769361,405.5474936859298,-27.951480898500268
2025-05-22 23:53:53.769361,407.45253847764275,-26.63411087647127
2025-05-22 23:54:03.769361,409.35897544385415,-28.0
2025-05-22 23:54:13.769361,411.2667759063824,-28.0
2025-05-22 23:54:23.769361,413.1759111665348,-27.727695690075674
2025-05-22 23:54:33.769361,415.0863525055397,-28.0
2025-05-22 23:54:43.769361,416.99807118497796,-25.484606481259565
2025-05-22 23:54:53.769361,418.9110384472162,-28.0
2025-05-22 23:55:03.769361,420.82522551583855,-25.726383942838876
2025-05-22 23:55:13.769361,422.7406035960797,-28.0
2025-05-22 23:55:23.769361,424.6571438752584,-27.151983958493418
2025-05-22 23:55:33.769361,426.5748175232106,-27.347135881958263
2025-05-22 23:55:43.769361,428.4935956927229,-28.0
2025-05-22 23:55:53.769361,430.4134495199673,-28.0
2025-05-22 23:56:03.769361,432.3343501249344,-28.0
2025-05-22 23:56:13.769361,434.25626861186873,-28.0
2025-05-22 23:56:23.769361,436.17917606970263,-25.608659704083312
2025-05-22 23:56:33.769361,438.1030435724918,-27.441569641026284
2025-05-22 23:56:43.769361,440.02784217985015,-27.823533797591967
2025-05-22 23:56:53.769361,441.9535429373849,-28.0
2025-05-22 23:57:03.769361,443.88011687713254,-24.567168592518634
2025-05-22 23:57:13.769361,445.8075350179946,-28.0
2025-05-22 23:57:23.769361,447.7357683661733,-28.0
2025-05-22 23:57:33.769361,449.6647879156077,-26.834970839659846
2025-05-22 23:57:43.769361,451.5945646484104,-25.460164079032136
2025-05-22 23:57:53.769361,453.5250695353039,-27.166546107791884
2025-05-22 23:58:03.769361,455.4562735360568,-26.33190632868117
2025-05-22 23:58:13.769361,457.3881475999216,-28.0
2025-05-22 23:58:23.769361,459.32066266607086,-28.0
2025-05-22 23:58:33.769361,461.2537896640345,-27.11558415463483
2025-05-22 23:58:43.769361,463.1874995141376,-25.98215229024784
2025-05-22 23:58:53.769361,465.1217631279374,-28.0
2025-05-22 23:59:03.769361,467.05655140866077,-28.0
2025-05-22 23:59:13.769361,468.9918352516423,-26.49974529310172
2025-05-22 23:59:23.769361,470.92758554476205,-28.0
2025-05-22 23:59:33.769361,472.86377316888314,-26.765564764563358
2025-05-22 23:59:43.769361,474.80036899828997,-28.0
2025-05-22 23:59:53.769361,476.7373439011266,-28.0
2025-05-23 00:00:03.769361,478.67466873983466,-26.739064284867258
2025-05-23 00:00:13.769361,480.61231437159165,-28.0
2025-05-23 00:00:23.769361,482.5502516487495,-28.0
2025-05-23 00:00:33.769361,484.4884514192731,-27.281510994039188
2025-05-23 00:00:43.769361,486.4268845271785,-26.18937520776309
2025-05-23 00:00:53.769361,488.36552181297185,-26.201425068526436
2025-05-23 00:01:03.769361,490.3043341140878,-27.060633936225674
2025-05-23 00:01:13.769361,492.2432922653283,-27.518027561258492
2025-05-23 00:01:23.769361,494.1823670993014,-27.45486338146088
2025-05-23 00:01:33.769361,496.12152944685977,-27.0960124185369
2025-05-23 00:01:43.769361,498.06075013753986,-26.340337992417023
2025-05-23 00:01:53.769361,499.99999999999994,-28.0
2025-05-23 00:02:03.769361,501.9392498624601,-28.0
2025-05-23 00:02:13.769361,503.87847055314006,-25.27557344034195
2025-05-23 00:02:23.769361,505.81763290069836,-28.0
2025-05-23 00:02:33.769361,507.75670773467164,-26.0990441747794
2025-05-23 00:02:43.769361,509.6956658859122,-28.0
2025-05-23 00:02:53.769361,511.6344781870281,-27.76610069294991
2025-05-23 00:03:03.769361,513.5731154728214,-28.0
2025-05-23 00:03:13.769361,515.5115485807268,-28.0
2025-05-23 00:03:23.769361,517.4497483512504,-28.0
2025-05-23 00:03:33.769361,519.3876856284085,-27.06881260807346
2025-05-23 00:03:43.769361,521.3253312601653,-28.0
2025-05-23 00:03:53.769361,523.2626560988733,-27.034216594964732
2025-05-23 00:04:03.769361,525.1996310017099,-27.685384160112598
2025-05-23 00:04:13.769361,527.1362268311168,-26.33798729214185
2025-05-23 00:04:23.769361,529.0724144552379,-25.834220332465947
2025-05-23 00:04:33.769361,531.0081647483577,-24.588306209096295
2025-05-23 00:04:43.769361,532.9434485913393,-28.0
2025-05-23 00:04:53.769361,534.8782368720628,-28.0
2025-05-23 00:05:03.769361,536.8125004858624,-25.317604960289714
2025-05-23 00:05:13.769361,538.7462103359654,-28.0
2025-05-23 00:05:23.769361,540.6793373339292,-28.0
2025-05-23 00:05:33.769361,542.6118524000783,-28.0
2025-05-23 00:05:43.769361,544.543726463943,-28.0
2025-05-23 00:05:53.769361,546.4749304646961,-27.86564445839511
2025-05-23 00:06:03.769361,548.4054353515895,-28.0
2025-05-23 00:06:13.769361,550.3352120843923,-28.0
2025-05-23 00:06:23.769361,552.2642316338266,-26.993607850903842
