Date,Time,Latitude,Longitude
11-05-2024,17:21:04,4.838,88.84391667
11-05-2024,17:21:04,4.838,88.84391667
11-05-2024,23:52:28,4.7843,88.82078333
12-05-2024,06:13:55,4.77905,88.85661667
12-05-2024,06:13:55,4.77905,88.85661667
12-05-2024,06:13:55,4.77905,88.85661667
12-05-2024,12:47:53,4.730416667,88.8293
12-05-2024,12:47:54,4.730416667,88.8293
12-05-2024,12:47:54,4.730416667,88.8293
12-05-2024,12:47:55,4.730416667,88.8293
12-05-2024,19:33:19,4.718066667,88.86461667
12-05-2024,19:33:20,4.718066667,88.86461667
12-05-2024,19:33:20,4.718066667,88.86461667
12-05-2024,19:33:20,4.718066667,88.86461667
12-05-2024,19:33:20,4.718066667,88.86461667
13-05-2024,02:05:34,4.676433333,88.84083333
13-05-2024,02:05:34,4.676433333,88.84083333
13-05-2024,02:05:35,4.676433333,88.84083333
13-05-2024,08:30:59,4.652233333,88.86521667
13-05-2024,08:30:59,4.652233333,88.86521667
13-05-2024,14:49:34,4.604133333,88.84778333
13-05-2024,14:49:34,4.604133333,88.84778333
13-05-2024,21:16:58,4.569566667,88.87333333
13-05-2024,21:16:59,4.569566667,88.87333333
14-05-2024,03:26:49,4.526933333,88.84868333
14-05-2024,03:26:49,4.526933333,88.84868333
14-05-2024,03:26:49,4.526933333,88.84868333
14-05-2024,09:46:19,4.494766667,88.8737
14-05-2024,09:46:19,4.494766667,88.8737
14-05-2024,16:13:29,4.447783333,88.8426
14-05-2024,16:13:29,4.447783333,88.8426
14-05-2024,16:13:29,4.447783333,88.8426
14-05-2024,22:52:29,4.420266667,88.87306667
15-05-2024,05:42:53,4.375016667,88.85305
15-05-2024,05:42:53,4.375016667,88.85305
15-05-2024,12:39:24,4.334316667,88.87036667
15-05-2024,12:39:24,4.334316667,88.87036667
15-05-2024,19:43:29,4.28635,88.8528
15-05-2024,19:43:29,4.28635,88.8528
15-05-2024,19:43:29,4.28635,88.8528
16-05-2024,02:44:29,4.237233333,88.83835
16-05-2024,02:44:30,4.237233333,88.83835
16-05-2024,09:45:24,4.19705,88.82278333
16-05-2024,16:47:55,4.145516667,88.80578333
16-05-2024,16:47:55,4.145516667,88.80578333
23-05-2024,08:58:33,3.128116667,88.82023333
23-05-2024,08:58:34,3.128116667,88.82023333
23-05-2024,15:52:54,3.092783333,88.81325
23-05-2024,15:52:54,3.092783333,88.81325
23-05-2024,22:37:58,3.04325,88.81103333
23-05-2024,22:37:59,3.04325,88.81103333
24-05-2024,05:17:58,2.99925,88.80918333
24-05-2024,05:17:59,2.99925,88.80918333
24-05-2024,12:00:55,2.956133333,88.80233333
24-05-2024,12:00:55,2.956133333,88.80233333
24-05-2024,18:45:29,2.915533333,88.80166667
24-05-2024,18:45:29,2.915533333,88.80166667
25-05-2024,01:30:28,2.869266667,88.80473333
25-05-2024,01:30:28,2.869266667,88.80473333
25-05-2024,01:30:29,2.869266667,88.80473333
25-05-2024,08:35:48,2.821366667,88.79611667
25-05-2024,08:35:49,2.821366667,88.79611667
25-05-2024,15:20:29,2.78175,88.79006667
25-05-2024,15:20:29,2.78175,88.79006667
25-05-2024,15:20:30,2.78175,88.79006667
25-05-2024,22:32:00,2.7347,88.79791667
25-05-2024,22:32:00,2.7347,88.79791667
25-05-2024,22:32:00,2.7347,88.79791667
25-05-2024,22:32:00,2.7347,88.79791667
26-05-2024,05:31:24,2.697566667,88.7955
26-05-2024,05:31:24,2.697566667,88.7955
26-05-2024,12:26:59,2.653283333,88.78425
26-05-2024,12:26:59,2.653283333,88.78425
26-05-2024,19:17:29,2.606516667,88.77318333
26-05-2024,19:17:30,2.606516667,88.77318333
26-05-2024,19:17:30,2.606516667,88.77318333
26-05-2024,19:17:30,2.606516667,88.77318333
26-05-2024,19:34:38,2.603383333,88.7751
27-05-2024,02:28:58,2.558483333,88.7662
27-05-2024,02:28:59,2.558483333,88.7662
27-05-2024,02:28:59,2.558483333,88.7662
27-05-2024,09:15:00,2.5112,88.75716667
27-05-2024,09:15:00,2.5112,88.75716667
27-05-2024,16:07:29,2.46395,88.7445
27-05-2024,23:11:59,2.4147,88.7315
27-05-2024,23:11:59,2.4147,88.7315
28-05-2024,05:56:54,2.368433333,88.71603333
28-05-2024,05:56:54,2.368433333,88.71603333
28-05-2024,12:41:29,2.3126,88.69585
28-05-2024,12:41:29,2.3126,88.69585
28-05-2024,12:41:29,2.3126,88.69585
28-05-2024,19:43:59,2.261666667,88.68653333
28-05-2024,19:43:59,2.261666667,88.68653333
29-05-2024,02:38:33,2.2184,88.67225
29-05-2024,02:38:34,2.2184,88.67225
29-05-2024,09:34:24,2.1693,88.66316667
29-05-2024,09:34:24,2.1693,88.66316667
29-05-2024,09:34:24,2.1693,88.66316667
29-05-2024,09:34:24,2.1693,88.66316667
29-05-2024,09:48:24,2.1689,88.66575
29-05-2024,16:43:54,2.160366667,88.68473333
29-05-2024,16:43:54,2.160366667,88.68473333
29-05-2024,16:43:54,2.160366667,88.68473333
29-05-2024,23:37:29,2.145166667,88.69221667
29-05-2024,23:37:30,2.145166667,88.69221667
30-05-2024,06:22:23,2.140216667,88.71591667
30-05-2024,06:22:24,2.140216667,88.71591667
30-05-2024,06:22:24,2.140216667,88.71591667
GPS,Position:,2.137816667,88.74821667
GPS,Position:,2.137816667,88.74821667
30-05-2024,15:51:04,2.094716667,88.7621
30-05-2024,15:51:04,2.094716667,88.7621
30-05-2024,20:47:00,2.053633333,88.76821667
30-05-2024,20:47:00,2.053633333,88.76821667
31-05-2024,01:56:58,2.0077,88.77715
31-05-2024,01:56:59,2.0077,88.77715
31-05-2024,07:18:29,1.966383333,88.78685
31-05-2024,07:18:29,1.966383333,88.78685
31-05-2024,12:47:29,1.920033333,88.79776667
31-05-2024,12:47:29,1.920033333,88.79776667
31-05-2024,18:07:54,1.875166667,88.81131667
31-05-2024,18:07:54,1.875166667,88.81131667
31-05-2024,23:50:53,1.831833333,88.82255
31-05-2024,23:50:53,1.831833333,88.82255
01-06-2024,05:32:25,1.78575,88.83041667
01-06-2024,05:32:25,1.78575,88.83041667
01-06-2024,11:22:28,1.730866667,88.82636667
01-06-2024,11:22:29,1.730866667,88.82636667
01-06-2024,17:25:24,1.677183333,88.82318333
01-06-2024,17:25:24,1.677183333,88.82318333
01-06-2024,17:25:24,1.677183333,88.82318333
01-06-2024,23:21:54,1.629833333,88.82141667
01-06-2024,23:21:54,1.629833333,88.82141667
01-06-2024,23:21:55,1.629833333,88.82141667
02-06-2024,05:22:25,1.57945,88.81195
02-06-2024,05:22:25,1.57945,88.81195
02-06-2024,11:26:28,1.5303,88.81046667
02-06-2024,11:26:29,1.5303,88.81046667
02-06-2024,17:37:00,1.474583333,88.8053
02-06-2024,17:37:00,1.474583333,88.8053
03-06-2024,00:00:54,1.423583333,88.80556667
03-06-2024,00:00:54,1.423583333,88.80556667
03-06-2024,06:18:30,1.36285,88.7988
03-06-2024,06:18:30,1.36285,88.7988
03-06-2024,12:25:19,1.307466667,88.79715
03-06-2024,18:42:24,1.2396,88.79265
03-06-2024,18:42:24,1.2396,88.79265
04-06-2024,00:58:59,1.1808,88.7877
04-06-2024,00:59:00,1.1808,88.7877
04-06-2024,07:18:29,1.120133333,88.778
04-06-2024,07:18:30,1.120133333,88.778
04-06-2024,13:37:23,1.069516667,88.77518333
04-06-2024,13:37:24,1.069516667,88.77518333
04-06-2024,20:01:59,1.00715,88.77066667
04-06-2024,20:01:59,1.00715,88.77066667
04-06-2024,20:02:00,1.00715,88.77066667
05-06-2024,02:39:28,0.955916667,88.78076667
05-06-2024,02:39:28,0.955916667,88.78076667
05-06-2024,09:01:54,0.902833333,88.79361667
05-06-2024,09:01:54,0.902833333,88.79361667
05-06-2024,15:27:29,0.853566667,88.80515
05-06-2024,15:27:29,0.853566667,88.80515
05-06-2024,21:52:03,0.8018,88.82778333
05-06-2024,21:52:03,0.8018,88.82778333
06-06-2024,04:19:49,0.757016667,88.84398333
06-06-2024,04:19:49,0.757016667,88.84398333
06-06-2024,04:19:49,0.757016667,88.84398333
06-06-2024,10:45:49,0.7051,88.864
06-06-2024,10:45:49,0.7051,88.864
06-06-2024,10:45:49,0.7051,88.864
06-06-2024,17:20:03,0.657816667,88.88465
06-06-2024,23:42:00,0.611566667,88.91186667
06-06-2024,23:42:00,0.611566667,88.91186667
06-06-2024,23:42:01,0.611566667,88.91186667
07-06-2024,06:01:54,0.5622,88.9187
07-06-2024,06:01:54,0.5622,88.9187
07-06-2024,12:20:59,0.509083333,88.9281
07-06-2024,12:20:59,0.509083333,88.9281
07-06-2024,19:02:24,0.456683333,88.93788333
07-06-2024,19:02:24,0.456683333,88.93788333
08-06-2024,01:24:29,0.4146,88.9522
08-06-2024,01:24:29,0.4146,88.9522
08-06-2024,07:56:00,0.366366667,88.96786667
08-06-2024,07:56:00,0.366366667,88.96786667
08-06-2024,07:56:00,0.366366667,88.96786667
08-06-2024,14:20:49,0.31615,88.97255
08-06-2024,14:20:49,0.31615,88.97255
08-06-2024,14:20:49,0.31615,88.97255
08-06-2024,20:37:28,0.26495,88.98181667
08-06-2024,20:37:29,0.26495,88.98181667
09-06-2024,03:06:24,0.215383333,88.99491667
09-06-2024,03:06:24,0.215383333,88.99491667
09-06-2024,09:22:29,0.168333333,89.00113333
09-06-2024,09:22:29,0.168333333,89.00113333
09-06-2024,09:22:29,0.168333333,89.00113333
09-06-2024,15:49:54,0.117966667,88.99348333
09-06-2024,15:49:54,0.117966667,88.99348333
09-06-2024,22:14:00,0.070633333,88.98806667
09-06-2024,22:14:00,0.070633333,88.98806667
10-06-2024,04:40:30,0.027416667,88.98605
10-06-2024,04:40:30,0.027416667,88.98605
10-06-2024,11:12:59,-0.01,88.97613333
10-06-2024,11:13:00,-0.01,88.97613333
10-06-2024,17:38:19,-0.043,88.97201667
10-06-2024,17:38:19,-0.043,88.97201667
11-06-2024,00:11:58,-0.07945,88.96588333
11-06-2024,00:11:59,-0.07945,88.96588333
11-06-2024,06:42:57,-0.096733333,88.95573333
11-06-2024,06:42:57,-0.096733333,88.95573333
11-06-2024,12:57:59,-0.132333333,88.94488333
11-06-2024,12:58:00,-0.132333333,88.94488333
11-06-2024,19:14:59,-0.160783333,88.93701667
11-06-2024,19:15:00,-0.160783333,88.93701667
12-06-2024,01:40:24,-0.19625,88.9342
12-06-2024,08:06:49,-0.2259,88.9288
12-06-2024,08:06:50,-0.2259,88.9288
12-06-2024,14:28:49,-0.261033333,88.92548333
12-06-2024,14:28:49,-0.261033333,88.92548333
12-06-2024,20:50:03,-0.293366667,88.92176667
12-06-2024,20:50:03,-0.293366667,88.92176667
12-06-2024,20:50:03,-0.293366667,88.92176667
13-06-2024,03:15:58,-0.33445,88.91736667
13-06-2024,03:15:59,-0.33445,88.91736667
13-06-2024,09:54:29,-0.375016667,88.91921667
13-06-2024,09:54:29,-0.375016667,88.91921667
13-06-2024,16:24:58,-0.410733333,88.91516667
13-06-2024,16:24:59,-0.410733333,88.91516667
13-06-2024,16:24:59,-0.410733333,88.91516667
13-06-2024,23:18:58,-0.439833333,88.91088333
13-06-2024,23:18:58,-0.439833333,88.91088333
13-06-2024,23:18:59,-0.439833333,88.91088333
14-06-2024,05:46:54,-0.46275,88.8949
14-06-2024,05:46:54,-0.46275,88.8949
14-06-2024,12:05:24,-0.491766667,88.88671667
14-06-2024,12:05:25,-0.491766667,88.88671667
14-06-2024,18:46:24,-0.520033333,88.88415
14-06-2024,18:46:24,-0.520033333,88.88415
15-06-2024,01:07:59,-0.549916667,88.87483333
15-06-2024,01:08:00,-0.549916667,88.87483333
15-06-2024,07:35:54,-0.580116667,88.86558333
15-06-2024,07:35:54,-0.580116667,88.86558333
15-06-2024,14:06:29,-0.612316667,88.85548333
15-06-2024,14:06:29,-0.612316667,88.85548333
15-06-2024,14:06:29,-0.612316667,88.85548333
15-06-2024,20:40:29,-0.646666667,88.84906667
15-06-2024,20:40:30,-0.646666667,88.84906667
16-06-2024,03:12:54,-0.68085,88.83586667
16-06-2024,03:12:55,-0.68085,88.83586667
16-06-2024,09:30:24,-0.720366667,88.82361667
16-06-2024,09:30:24,-0.720366667,88.82361667
16-06-2024,15:53:23,-0.763216667,88.81216667
16-06-2024,15:53:24,-0.763216667,88.81216667
16-06-2024,22:16:28,-0.803483333,88.79905
16-06-2024,22:16:29,-0.803483333,88.79905
17-06-2024,04:35:24,-0.842016667,88.7813
17-06-2024,04:35:24,-0.842016667,88.7813
17-06-2024,10:56:48,-0.877683333,88.76678333
17-06-2024,10:56:48,-0.877683333,88.76678333
17-06-2024,17:25:24,-0.921166667,88.74838333
17-06-2024,17:25:24,-0.921166667,88.74838333
17-06-2024,17:25:24,-0.921166667,88.74838333
17-06-2024,23:54:29,-0.965733333,88.75878333
17-06-2024,23:54:29,-0.965733333,88.75878333
18-06-2024,06:15:29,-1.015833333,88.76613333
18-06-2024,06:15:29,-1.015833333,88.76613333
18-06-2024,12:32:19,-1.064083333,88.7766
18-06-2024,12:32:20,-1.064083333,88.7766
18-06-2024,18:49:54,-1.118833333,88.79023333
18-06-2024,18:49:55,-1.118833333,88.79023333
18-06-2024,18:49:55,-1.118833333,88.79023333
19-06-2024,01:10:59,-1.1669,88.80691667
19-06-2024,01:10:59,-1.1669,88.80691667
19-06-2024,07:28:23,-1.230483333,88.79691667
19-06-2024,07:28:24,-1.230483333,88.79691667
19-06-2024,13:46:25,-1.255533333,88.83948333
19-06-2024,13:46:25,-1.255533333,88.83948333
19-06-2024,20:02:15,-1.3104,88.81846667
19-06-2024,20:02:15,-1.3104,88.81846667
20-06-2024,02:23:28,-1.35235,88.84226667
20-06-2024,02:23:29,-1.35235,88.84226667
20-06-2024,08:37:29,-1.39035,88.82615
20-06-2024,08:37:30,-1.39035,88.82615
20-06-2024,08:47:39,-1.390033333,88.82891667
20-06-2024,08:47:39,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,08:47:40,-1.390033333,88.82891667
20-06-2024,12:24:36,-1.392733333,88.88418333
20-06-2024,12:24:36,-1.392733333,88.88418333
20-06-2024,12:24:36,-1.392733333,88.88418333
20-06-2024,12:24:36,-1.392733333,88.88418333
20-06-2024,12:24:36,-1.392733333,88.88418333
20-06-2024,12:24:36,-1.392733333,88.88418333
20-06-2024,12:24:36,-1.392733333,88.88418333
20-06-2024,12:24:36,-1.392733333,88.88418333
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,13:28:05,-1.392716667,88.90051667
20-06-2024,18:17:14,-1.397016667,88.97306667
20-06-2024,18:28:28,-1.3973,88.97595
20-06-2024,18:39:58,-1.3976,88.97888333
20-06-2024,18:51:03,-1.39785,88.98155
20-06-2024,19:02:28,-1.3981,88.98423333
20-06-2024,19:13:44,-1.39835,88.98693333
20-06-2024,19:13:44,-1.39835,88.98693333
20-06-2024,20:26:14,-1.40495,89.00448333
20-06-2024,20:57:24,-1.406066667,89.01246667
20-06-2024,21:28:38,-1.406766667,89.01993333
20-06-2024,21:59:48,-1.40735,89.02688333
20-06-2024,22:31:12,-1.40825,89.03331667
20-06-2024,23:02:20,-1.40855,89.04001667
20-06-2024,23:33:39,-1.408366667,89.0463
21-06-2024,00:04:53,-1.407683333,89.05268333
21-06-2024,00:36:09,-1.407033333,89.05873333
21-06-2024,01:07:20,-1.406183333,89.06475
21-06-2024,01:38:34,-1.405216667,89.07065
21-06-2024,02:09:43,-1.403983333,89.07678333
21-06-2024,02:40:49,-1.402566667,89.08316667
21-06-2024,03:12:08,-1.4014,89.08961667
21-06-2024,03:43:19,-1.400883333,89.09613333
21-06-2024,04:14:48,-1.400566667,89.10303333
21-06-2024,04:46:04,-1.400533333,89.11016667
21-06-2024,05:17:10,-1.401483333,89.1174
21-06-2024,05:48:19,-1.40295,89.1246
21-06-2024,06:20:08,-1.4043,89.13238333
21-06-2024,06:51:18,-1.4052,89.14043333
21-06-2024,07:22:39,-1.406183333,89.148
21-06-2024,07:53:53,-1.407066667,89.15595
21-06-2024,08:25:19,-1.40685,89.16411667
21-06-2024,08:56:33,-1.40535,89.17263333
21-06-2024,09:27:40,-1.403233333,89.18103333
21-06-2024,09:58:49,-1.401366667,89.18935
21-06-2024,10:29:58,-1.39945,89.19751667
21-06-2024,11:01:30,-1.397133333,89.20558333
21-06-2024,11:32:38,-1.395266667,89.21316667
21-06-2024,12:03:44,-1.393483333,89.22033333
21-06-2024,12:34:54,-1.391966667,89.22746667
21-06-2024,13:06:14,-1.390766667,89.2346
21-06-2024,13:37:28,-1.3895,89.24118333
21-06-2024,14:08:33,-1.388833333,89.24763333
21-06-2024,14:39:39,-1.388116667,89.254
21-06-2024,15:10:54,-1.387666667,89.26051667
21-06-2024,15:42:08,-1.388016667,89.26743333
21-06-2024,16:13:24,-1.388466667,89.275
21-06-2024,16:44:38,-1.388466667,89.28291667
21-06-2024,17:15:54,-1.3881,89.29088333
21-06-2024,17:47:02,-1.387516667,89.29896667
21-06-2024,18:18:24,-1.386433333,89.30675
21-06-2024,18:49:29,-1.384866667,89.314
21-06-2024,19:20:39,-1.383883333,89.32121667
21-06-2024,19:52:20,-1.383016667,89.32808333
21-06-2024,23:29:13,-1.383483333,89.37456667
22-06-2024,00:00:49,-1.38375,89.38113333
22-06-2024,00:32:13,-1.3841,89.38786667
22-06-2024,01:03:18,-1.3843,89.39433333
22-06-2024,01:34:23,-1.383883333,89.40045
22-06-2024,02:05:33,-1.383483333,89.40621667
22-06-2024,02:37:03,-1.383116667,89.4124
22-06-2024,02:40:15,-1.38305,89.41301667
22-06-2024,02:43:29,-1.383,89.41363333
22-06-2024,02:49:33,-1.382916667,89.41478333
22-06-2024,02:49:41,-1.382916667,89.41478333
22-06-2024,06:54:29,-1.378433333,89.452
22-06-2024,06:54:37,-1.378433333,89.452
22-06-2024,10:58:49,-1.371383333,89.50146667
22-06-2024,11:03:13,-1.371266667,89.50255
22-06-2024,11:03:21,-1.371266667,89.50255
22-06-2024,15:07:49,-1.368916667,89.55218333
22-06-2024,15:07:57,-1.368916667,89.55218333
22-06-2024,19:13:04,-1.382816667,89.5872
22-06-2024,19:13:12,-1.382816667,89.5872
22-06-2024,23:17:24,-1.395816667,89.61038333
22-06-2024,23:17:32,-1.395816667,89.61038333
23-06-2024,03:21:53,-1.41585,89.63145
23-06-2024,03:22:01,-1.41585,89.63145
23-06-2024,07:26:23,-1.438783333,89.64816667
23-06-2024,07:26:31,-1.438783333,89.64816667
23-06-2024,11:30:53,-1.466916667,89.66231667
23-06-2024,11:31:02,-1.466916667,89.66231667
23-06-2024,15:35:28,-1.510083333,89.68708333
23-06-2024,15:35:37,-1.510083333,89.68708333
23-06-2024,19:40:08,-1.56615,89.71115
23-06-2024,19:40:17,-1.56615,89.71115
23-06-2024,23:44:53,-1.60685,89.73678333
23-06-2024,23:45:02,-1.60685,89.73678333
24-06-2024,03:49:23,-1.640466667,89.75726667
24-06-2024,03:49:32,-1.640466667,89.75726667
24-06-2024,07:53:54,-1.66865,89.76791667
24-06-2024,07:54:02,-1.66865,89.76791667
24-06-2024,11:58:18,-1.698133333,89.77923333
24-06-2024,11:58:26,-1.698133333,89.77923333
24-06-2024,16:03:03,-1.72595,89.78413333
24-06-2024,16:03:12,-1.72595,89.78413333
24-06-2024,20:08:13,-1.761283333,89.77043333
24-06-2024,20:08:22,-1.761283333,89.77043333
25-06-2024,00:12:33,-1.791166667,89.74785
25-06-2024,00:12:41,-1.791166667,89.74785
25-06-2024,04:17:02,-1.821216667,89.73266667
25-06-2024,04:17:10,-1.821216667,89.73266667
25-06-2024,08:22:25,-1.844883333,89.71821667
25-06-2024,08:22:33,-1.844883333,89.71821667
25-06-2024,12:26:48,-1.8492,89.71383333
25-06-2024,12:26:56,-1.8492,89.71383333
25-06-2024,16:31:38,-1.867933333,89.72438333
25-06-2024,16:31:47,-1.867933333,89.72438333
25-06-2024,20:36:09,-1.882783333,89.73873333
25-06-2024,20:36:17,-1.882783333,89.73873333
26-06-2024,00:41:48,-1.88705,89.7514
26-06-2024,00:41:56,-1.88705,89.7514
